Unnamed: 0,User,org:resource,concept:name,Cumulative net worth (EUR),time:timestamp,case:Spend area text,case:Company,case:Document Type,case:Sub spend area text,case:Purchasing Document,case:Purch. Doc. Category name,case:Vendor,case:Item Type,case:Item Category,case:Spend classification text,case:Source,case:Name,case:GR-Based Inv. Verif.,case:Item,case:concept:name,case:Goods Receipt
1593564,1593564,NONE,NONE,Vendor creates invoice,12600.0,2018-10-01 21:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4508076171,Purchase order,vendorID_1858,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1782,False,10,4508076171_00010,False
1593565,1593565,user_603,user_603,Change Approval for Purchase Order,12600.0,2018-10-02 10:04:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4508076171,Purchase order,vendorID_1858,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1782,False,10,4508076171_00010,False
1593566,1593566,user_359,user_359,Record Invoice Receipt,12600.0,2018-10-03 10:35:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4508076171,Purchase order,vendorID_1858,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1782,False,10,4508076171_00010,False
1593567,1593567,user_294,user_294,Clear Invoice,12600.0,2018-10-16 09:19:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4508076171,Purchase order,vendorID_1858,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1782,False,10,4508076171_00010,False
1593568,1593568,user_602,user_602,Change Approval for Purchase Order,12600.0,2019-01-03 08:34:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4508076171,Purchase order,vendorID_1858,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1782,False,10,4508076171_00010,False
1593569,1593569,user_603,user_603,Change Approval for Purchase Order,12600.0,2019-01-03 09:03:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4508076171,Purchase order,vendorID_1858,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1782,False,10,4508076171_00010,False
1593570,1593570,user_603,user_603,Change Approval for Purchase Order,646.0,2018-10-02 10:04:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4508076171,Purchase order,vendorID_1858,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1782,False,20,4508076171_00020,False
1593571,1593571,NONE,NONE,Vendor creates invoice,646.0,2018-10-23 21:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4508076171,Purchase order,vendorID_1858,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1782,False,20,4508076171_00020,False
1593572,1593572,user_602,user_602,Create Purchase Order Item,646.0,2018-10-30 14:23:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4508076171,Purchase order,vendorID_1858,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1782,False,20,4508076171_00020,False
1593573,1593573,user_359,user_359,Record Invoice Receipt,646.0,2018-10-31 07:27:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4508076171,Purchase order,vendorID_1858,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1782,False,20,4508076171_00020,False
1593574,1593574,user_005,user_005,Clear Invoice,646.0,2018-10-31 14:37:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4508076171,Purchase order,vendorID_1858,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1782,False,20,4508076171_00020,False
1593575,1593575,user_602,user_602,Change Approval for Purchase Order,646.0,2019-01-03 08:34:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4508076171,Purchase order,vendorID_1858,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1782,False,20,4508076171_00020,False
1593576,1593576,user_603,user_603,Change Approval for Purchase Order,646.0,2019-01-03 09:03:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4508076171,Purchase order,vendorID_1858,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1782,False,20,4508076171_00020,False
1593577,1593577,user_603,user_603,Change Approval for Purchase Order,12600.0,2018-10-02 10:04:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4508076171,Purchase order,vendorID_1858,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1782,False,30,4508076171_00030,False
1593578,1593578,NONE,NONE,Vendor creates invoice,12600.0,2019-01-01 22:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4508076171,Purchase order,vendorID_1858,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1782,False,30,4508076171_00030,False
1593579,1593579,user_602,user_602,Change Approval for Purchase Order,12600.0,2019-01-03 08:34:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4508076171,Purchase order,vendorID_1858,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1782,False,30,4508076171_00030,False
1593580,1593580,user_602,user_602,Create Purchase Order Item,12600.0,2019-01-03 08:34:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4508076171,Purchase order,vendorID_1858,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1782,False,30,4508076171_00030,False
1593581,1593581,user_603,user_603,Change Approval for Purchase Order,12600.0,2019-01-03 09:03:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4508076171,Purchase order,vendorID_1858,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1782,False,30,4508076171_00030,False
1593582,1593582,user_359,user_359,Record Invoice Receipt,12600.0,2019-01-04 12:35:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4508076171,Purchase order,vendorID_1858,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1782,False,30,4508076171_00030,False
1593583,1593583,NONE,NONE,Vendor creates invoice,26808.0,2018-09-29 21:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4508076172,Purchase order,vendorID_1874,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1798,False,10,4508076172_00010,False
1593584,1593584,user_602,user_602,Create Purchase Order Item,26808.0,2018-10-02 10:28:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4508076172,Purchase order,vendorID_1874,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1798,False,10,4508076172_00010,False
1593585,1593585,user_603,user_603,Change Approval for Purchase Order,26808.0,2018-10-02 13:22:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4508076172,Purchase order,vendorID_1874,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1798,False,10,4508076172_00010,False
1593586,1593586,user_359,user_359,Record Invoice Receipt,26808.0,2018-10-02 14:26:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4508076172,Purchase order,vendorID_1874,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1798,False,10,4508076172_00010,False
1593587,1593587,user_604,user_604,Clear Invoice,26808.0,2018-10-03 11:30:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4508076172,Purchase order,vendorID_1874,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1798,False,10,4508076172_00010,False
1593588,1593588,user_602,user_602,Create Purchase Order Item,1823.0,2018-10-04 07:17:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076173,Purchase order,vendorID_1864,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1788,False,10,4508076173_00010,False
1593589,1593589,user_603,user_603,Change Approval for Purchase Order,1823.0,2018-10-04 08:10:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076173,Purchase order,vendorID_1864,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1788,False,10,4508076173_00010,False
1593590,1593590,NONE,NONE,Vendor creates invoice,15196.0,2018-09-01 21:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076173,Purchase order,vendorID_1864,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1788,False,20,4508076173_00020,False
1593591,1593591,user_602,user_602,Create Purchase Order Item,15196.0,2018-10-04 07:17:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076173,Purchase order,vendorID_1864,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1788,False,20,4508076173_00020,False
1593592,1593592,user_603,user_603,Change Approval for Purchase Order,15196.0,2018-10-04 08:10:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076173,Purchase order,vendorID_1864,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1788,False,20,4508076173_00020,False
1593593,1593593,user_359,user_359,Record Invoice Receipt,15196.0,2018-10-05 14:27:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076173,Purchase order,vendorID_1864,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1788,False,20,4508076173_00020,False
1593594,1593594,user_294,user_294,Set Payment Block,15196.0,2018-10-17 14:20:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076173,Purchase order,vendorID_1864,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1788,False,20,4508076173_00020,False
1593595,1593595,NONE,NONE,Vendor creates invoice,1823.0,2018-09-01 21:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076173,Purchase order,vendorID_1864,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1788,False,30,4508076173_00030,False
1593596,1593596,user_602,user_602,Create Purchase Order Item,1823.0,2018-10-04 07:17:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076173,Purchase order,vendorID_1864,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1788,False,30,4508076173_00030,False
1593597,1593597,user_603,user_603,Change Approval for Purchase Order,1823.0,2018-10-04 08:10:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076173,Purchase order,vendorID_1864,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1788,False,30,4508076173_00030,False
1593598,1593598,user_359,user_359,Record Invoice Receipt,1823.0,2018-10-05 14:22:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076173,Purchase order,vendorID_1864,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1788,False,30,4508076173_00030,False
1593599,1593599,user_359,user_359,Clear Invoice,1823.0,2018-10-05 14:24:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076173,Purchase order,vendorID_1864,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1788,False,30,4508076173_00030,False
1593600,1593600,user_603,user_603,Change Approval for Purchase Order,1515.0,2018-10-04 08:10:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076173,Purchase order,vendorID_1864,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1788,False,40,4508076173_00040,False
1593601,1593601,NONE,NONE,Vendor creates invoice,1515.0,2018-11-14 22:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076173,Purchase order,vendorID_1864,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1788,False,40,4508076173_00040,False
1593602,1593602,user_602,user_602,Create Purchase Order Item,1515.0,2018-11-19 07:42:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076173,Purchase order,vendorID_1864,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1788,False,40,4508076173_00040,False
1593603,1593603,user_359,user_359,Record Invoice Receipt,1515.0,2018-11-20 10:09:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076173,Purchase order,vendorID_1864,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1788,False,40,4508076173_00040,False
1593604,1593604,user_604,user_604,Clear Invoice,1515.0,2018-11-22 08:43:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076173,Purchase order,vendorID_1864,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1788,False,40,4508076173_00040,False
1593605,1593605,NONE,NONE,Vendor creates invoice,2250.0,2018-09-07 21:59:00+00:00,Real Estate,companyID_0003,Framework order,Escrow and title services,4508076174,Purchase order,vendorID_1875,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1799,False,10,4508076174_00010,False
1593606,1593606,user_602,user_602,Create Purchase Order Item,2250.0,2018-10-05 08:24:00+00:00,Real Estate,companyID_0003,Framework order,Escrow and title services,4508076174,Purchase order,vendorID_1875,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1799,False,10,4508076174_00010,False
1593607,1593607,user_603,user_603,Change Approval for Purchase Order,2250.0,2018-10-05 08:30:00+00:00,Real Estate,companyID_0003,Framework order,Escrow and title services,4508076174,Purchase order,vendorID_1875,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1799,False,10,4508076174_00010,False
1593608,1593608,user_359,user_359,Record Invoice Receipt,2250.0,2018-10-05 13:42:00+00:00,Real Estate,companyID_0003,Framework order,Escrow and title services,4508076174,Purchase order,vendorID_1875,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1799,False,10,4508076174_00010,False
1593609,1593609,user_604,user_604,Clear Invoice,2250.0,2018-10-10 15:17:00+00:00,Real Estate,companyID_0003,Framework order,Escrow and title services,4508076174,Purchase order,vendorID_1875,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1799,False,10,4508076174_00010,False
1593610,1593610,user_602,user_602,Change Approval for Purchase Order,2250.0,2018-10-23 11:57:00+00:00,Real Estate,companyID_0003,Framework order,Escrow and title services,4508076174,Purchase order,vendorID_1875,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1799,False,10,4508076174_00010,False
1593611,1593611,user_603,user_603,Change Approval for Purchase Order,2250.0,2018-10-23 12:38:00+00:00,Real Estate,companyID_0003,Framework order,Escrow and title services,4508076174,Purchase order,vendorID_1875,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1799,False,10,4508076174_00010,False
1593612,1593612,NONE,NONE,Vendor creates invoice,882.0,2018-10-01 21:59:00+00:00,Real Estate,companyID_0003,Framework order,Escrow and title services,4508076174,Purchase order,vendorID_1875,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1799,False,20,4508076174_00020,False
1593613,1593613,user_603,user_603,Change Approval for Purchase Order,882.0,2018-10-05 08:30:00+00:00,Real Estate,companyID_0003,Framework order,Escrow and title services,4508076174,Purchase order,vendorID_1875,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1799,False,20,4508076174_00020,False
1593614,1593614,user_602,user_602,Change Approval for Purchase Order,882.0,2018-10-23 11:57:00+00:00,Real Estate,companyID_0003,Framework order,Escrow and title services,4508076174,Purchase order,vendorID_1875,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1799,False,20,4508076174_00020,False
1593615,1593615,user_602,user_602,Create Purchase Order Item,882.0,2018-10-23 11:57:00+00:00,Real Estate,companyID_0003,Framework order,Escrow and title services,4508076174,Purchase order,vendorID_1875,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1799,False,20,4508076174_00020,False
1593616,1593616,user_603,user_603,Change Approval for Purchase Order,882.0,2018-10-23 12:38:00+00:00,Real Estate,companyID_0003,Framework order,Escrow and title services,4508076174,Purchase order,vendorID_1875,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1799,False,20,4508076174_00020,False
1593617,1593617,user_359,user_359,Record Invoice Receipt,882.0,2018-10-23 15:53:00+00:00,Real Estate,companyID_0003,Framework order,Escrow and title services,4508076174,Purchase order,vendorID_1875,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1799,False,20,4508076174_00020,False
1593618,1593618,user_604,user_604,Clear Invoice,882.0,2018-10-24 12:00:00+00:00,Real Estate,companyID_0003,Framework order,Escrow and title services,4508076174,Purchase order,vendorID_1875,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1799,False,20,4508076174_00020,False
1593619,1593619,NONE,NONE,Vendor creates invoice,11475.0,2018-09-01 21:59:00+00:00,Real Estate,companyID_0003,Framework order,Escrow and title services,4508076174,Purchase order,vendorID_1875,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1799,False,30,4508076174_00030,False
1593620,1593620,user_603,user_603,Change Approval for Purchase Order,11475.0,2018-10-05 08:30:00+00:00,Real Estate,companyID_0003,Framework order,Escrow and title services,4508076174,Purchase order,vendorID_1875,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1799,False,30,4508076174_00030,False
1593621,1593621,user_602,user_602,Change Approval for Purchase Order,11475.0,2018-10-23 11:57:00+00:00,Real Estate,companyID_0003,Framework order,Escrow and title services,4508076174,Purchase order,vendorID_1875,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1799,False,30,4508076174_00030,False
1593622,1593622,user_602,user_602,Create Purchase Order Item,11475.0,2018-10-23 12:01:00+00:00,Real Estate,companyID_0003,Framework order,Escrow and title services,4508076174,Purchase order,vendorID_1875,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1799,False,30,4508076174_00030,False
1593623,1593623,user_603,user_603,Change Approval for Purchase Order,11475.0,2018-10-23 12:38:00+00:00,Real Estate,companyID_0003,Framework order,Escrow and title services,4508076174,Purchase order,vendorID_1875,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1799,False,30,4508076174_00030,False
1593624,1593624,user_359,user_359,Record Invoice Receipt,11475.0,2018-10-23 16:00:00+00:00,Real Estate,companyID_0003,Framework order,Escrow and title services,4508076174,Purchase order,vendorID_1875,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1799,False,30,4508076174_00030,False
1593625,1593625,user_602,user_602,Create Purchase Order Item,92275.0,2018-10-08 08:08:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4508076175,Purchase order,vendorID_1876,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1800,False,10,4508076175_00010,False
1593626,1593626,user_603,user_603,Change Approval for Purchase Order,92275.0,2018-10-08 08:28:00+00:00,Real Estate,companyID_0003,Framework order,Real estate services,4508076175,Purchase order,vendorID_1876,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1800,False,10,4508076175_00010,False
1593627,1593627,user_602,user_602,Create Purchase Order Item,1992.0,2018-10-12 10:33:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076176,Purchase order,vendorID_1864,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1788,False,10,4508076176_00010,False
1593628,1593628,user_603,user_603,Change Approval for Purchase Order,1992.0,2018-10-12 12:31:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076176,Purchase order,vendorID_1864,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1788,False,10,4508076176_00010,False
1593629,1593629,user_602,user_602,Create Purchase Order Item,4699.0,2018-10-12 10:43:00+00:00,Others,companyID_0003,Framework order,Government payments,4508076177,Purchase order,vendorID_1840,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1764,False,10,4508076177_00010,False
1593630,1593630,user_603,user_603,Change Approval for Purchase Order,4699.0,2018-10-12 12:31:00+00:00,Others,companyID_0003,Framework order,Government payments,4508076177,Purchase order,vendorID_1840,Limit,2-way match,OTHER,sourceSystemID_0000,vendor_1764,False,10,4508076177_00010,False
1593631,1593631,user_602,user_602,Create Purchase Order Item,8967.0,2018-10-15 06:43:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076178,Purchase order,vendorID_1877,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1801,False,10,4508076178_00010,False
1593632,1593632,user_603,user_603,Change Approval for Purchase Order,8967.0,2018-10-15 08:24:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076178,Purchase order,vendorID_1877,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1801,False,10,4508076178_00010,False
1593633,1593633,NONE,NONE,Vendor creates invoice,8967.0,2018-11-06 22:59:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076178,Purchase order,vendorID_1877,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1801,False,10,4508076178_00010,False
1593634,1593634,user_359,user_359,Record Invoice Receipt,8967.0,2018-11-16 03:14:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076178,Purchase order,vendorID_1877,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1801,False,10,4508076178_00010,False
1593635,1593635,user_603,user_603,Change Approval for Purchase Order,215.0,2018-10-15 08:24:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076178,Purchase order,vendorID_1877,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1801,False,20,4508076178_00020,False
1593636,1593636,NONE,NONE,Vendor creates invoice,215.0,2018-11-06 22:59:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076178,Purchase order,vendorID_1877,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1801,False,20,4508076178_00020,False
1593637,1593637,user_602,user_602,Create Purchase Order Item,215.0,2018-11-15 08:53:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076178,Purchase order,vendorID_1877,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1801,False,20,4508076178_00020,False
1593638,1593638,user_359,user_359,Record Invoice Receipt,215.0,2018-11-16 06:33:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076178,Purchase order,vendorID_1877,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1801,False,20,4508076178_00020,False
1593639,1593639,user_604,user_604,Clear Invoice,215.0,2018-11-22 08:43:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076178,Purchase order,vendorID_1877,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1801,False,20,4508076178_00020,False
1593640,1593640,user_603,user_603,Change Approval for Purchase Order,448.0,2018-10-15 08:24:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076178,Purchase order,vendorID_1877,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1801,False,30,4508076178_00030,False
1593641,1593641,NONE,NONE,Vendor creates invoice,448.0,2018-11-06 22:59:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076178,Purchase order,vendorID_1877,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1801,False,30,4508076178_00030,False
1593642,1593642,user_602,user_602,Create Purchase Order Item,448.0,2018-11-15 08:53:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076178,Purchase order,vendorID_1877,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1801,False,30,4508076178_00030,False
1593643,1593643,user_359,user_359,Record Invoice Receipt,448.0,2018-11-16 06:33:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076178,Purchase order,vendorID_1877,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1801,False,30,4508076178_00030,False
1593644,1593644,user_604,user_604,Clear Invoice,448.0,2018-11-22 08:43:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076178,Purchase order,vendorID_1877,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1801,False,30,4508076178_00030,False
1593645,1593645,user_602,user_602,Create Purchase Order Item,1064.0,2018-10-15 06:49:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076179,Purchase order,vendorID_1878,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1802,False,10,4508076179_00010,False
1593646,1593646,user_603,user_603,Change Approval for Purchase Order,1064.0,2018-10-15 08:24:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076179,Purchase order,vendorID_1878,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1802,False,10,4508076179_00010,False
1593647,1593647,user_602,user_602,Create Purchase Order Item,8541.0,2018-10-15 06:55:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076180,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,10,4508076180_00010,False
1593648,1593648,user_603,user_603,Change Approval for Purchase Order,8541.0,2018-10-15 08:25:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076180,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,10,4508076180_00010,False
1593649,1593649,user_602,user_602,Create Purchase Order Item,1865.0,2018-10-15 06:55:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076180,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,20,4508076180_00020,False
1593650,1593650,user_603,user_603,Change Approval for Purchase Order,1865.0,2018-10-15 08:25:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076180,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,20,4508076180_00020,False
1593651,1593651,user_603,user_603,Change Approval for Purchase Order,857.0,2018-10-15 08:25:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076180,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,30,4508076180_00030,False
1593652,1593652,NONE,NONE,Vendor creates invoice,857.0,2018-11-06 22:59:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076180,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,30,4508076180_00030,False
1593653,1593653,user_602,user_602,Create Purchase Order Item,857.0,2018-11-08 10:29:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076180,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,30,4508076180_00030,False
1593654,1593654,user_359,user_359,Record Invoice Receipt,857.0,2018-11-16 03:33:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076180,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,30,4508076180_00030,False
1593655,1593655,user_604,user_604,Clear Invoice,857.0,2018-11-22 08:43:00+00:00,Real Estate,companyID_0003,Framework order,Real estate brokers or agents,4508076180,Purchase order,vendorID_1687,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1611,False,30,4508076180_00030,False
1593656,1593656,user_602,user_602,Create Purchase Order Item,2455.0,2018-10-15 07:08:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076181,Purchase order,vendorID_1879,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1803,False,10,4508076181_00010,False
1593657,1593657,user_603,user_603,Change Approval for Purchase Order,2455.0,2018-10-15 08:25:00+00:00,Real Estate,companyID_0003,Framework order,Real Estate - To Be Approved,4508076181,Purchase order,vendorID_1879,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1803,False,10,4508076181_00010,False
1593658,1593658,user_602,user_602,Create Purchase Order Item,2455.0,2018-10-15 07:13:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4508076182,Purchase order,vendorID_1880,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1804,False,10,4508076182_00010,False
1593659,1593659,user_603,user_603,Change Approval for Purchase Order,2455.0,2018-10-15 08:25:00+00:00,Real Estate,companyID_0003,Framework order,Business park,4508076182,Purchase order,vendorID_1880,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1804,False,10,4508076182_00010,False
1593660,1593660,user_602,user_602,Create Purchase Order Item,5770.0,2018-10-15 07:20:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076183,Purchase order,vendorID_1881,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1805,False,10,4508076183_00010,False
1593661,1593661,user_603,user_603,Change Approval for Purchase Order,5770.0,2018-10-15 08:25:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076183,Purchase order,vendorID_1881,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1805,False,10,4508076183_00010,False
1593662,1593662,user_602,user_602,Create Purchase Order Item,5770.0,2018-10-15 07:20:00+00:00,Enterprise Services,companyID_0003,Framework order,Insurances,4508076183,Purchase order,vendorID_1881,Limit,2-way match,NPR,sourceSystemID_0000,vendor_1805,False,20,4508076183_00020,False
